middlePos	receiverPos	error 높이
[  65.  145.]	[ 125.  125.]	26250.0
[  75.  135.]	[ 125.  125.]	26250.0
[  75.  195.]	[  25.  125.]	26250.0
[ 85.  25.]	[ 125.  625.]	26250.0
[  85.  125.]	[ 125.  125.]	26250.0
[  95.  115.]	[ 125.  125.]	26250.0
[ 105.  105.]	[ 125.  125.]	26250.0
[ 115.   95.]	[ 125.  125.]	26250.0
[ 125.   85.]	[ 125.  125.]	26250.0
[ 125.  185.]	[  25.  125.]	26250.0
[ 135.   15.]	[ 125.  625.]	26250.0
[ 135.   75.]	[ 125.  125.]	26250.0
[ 145.   65.]	[ 125.  125.]	26250.0
[ 155.   55.]	[ 125.  125.]	26250.0
[ 165.   45.]	[ 125.  125.]	26250.0
[ 175.   35.]	[  25.  625.]	26250.0
[ 175.   35.]	[ 125.  125.]	26250.0
[ 175.  175.]	[  25.  125.]	26250.0
[ 175.  175.]	[ 125.   25.]	26250.0
[ 185.    5.]	[ 125.  625.]	26250.0
[ 185.   25.]	[ 125.  125.]	26250.0
[ 185.  125.]	[ 125.   25.]	26250.0
[ 195.   15.]	[ 125.  125.]	26250.0
[ 195.   75.]	[ 125.   25.]	26250.0
[  85.  195.]	[  25.  125.]	26500.0
[ 135.  185.]	[  25.  125.]	26500.0
[ 175.  185.]	[ 125.   25.]	26500.0
[ 185.   35.]	[  25.  625.]	26500.0
[ 185.  135.]	[ 125.   25.]	26500.0
[ 185.  175.]	[  25.  125.]	26500.0
[ 195.   85.]	[ 125.   25.]	26500.0
[  95.  195.]	[  25.  125.]	26750.0
[ 145.  185.]	[  25.  125.]	26750.0
[ 175.  195.]	[ 125.   25.]	26750.0
[ 185.  145.]	[ 125.   25.]	26750.0
[ 195.   35.]	[  25.  625.]	26750.0
[ 195.   95.]	[ 125.   25.]	26750.0
[ 195.  175.]	[  25.  125.]	26750.0
[ 105.  195.]	[  25.  125.]	27000.0
[ 155.  185.]	[  25.  125.]	27000.0
[ 185.  155.]	[ 125.   25.]	27000.0
[ 195.  105.]	[ 125.   25.]	27000.0
[ 115.  195.]	[  25.  125.]	27250.0
[ 165.  185.]	[  25.  125.]	27250.0
[ 185.  165.]	[ 125.   25.]	27250.0
[ 195.  115.]	[ 125.   25.]	27250.0
[  25.  195.]	[ 125.  125.]	27500.0
[  35.  185.]	[ 125.  125.]	27500.0
[ 45.  35.]	[ 125.  625.]	27500.0
[  45.  175.]	[ 125.  125.]	27500.0
[  55.  165.]	[ 125.  125.]	27500.0
[  65.  155.]	[ 125.  125.]	27500.0
[  75.  145.]	[ 125.  125.]	27500.0
[  85.  135.]	[ 125.  125.]	27500.0
[ 95.  25.]	[ 125.  625.]	27500.0
[  95.  125.]	[ 125.  125.]	27500.0
[ 105.  115.]	[ 125.  125.]	27500.0
[ 115.  105.]	[ 125.  125.]	27500.0
[ 125.   95.]	[ 125.  125.]	27500.0
[ 125.  195.]	[  25.  125.]	27500.0
[ 135.   85.]	[ 125.  125.]	27500.0
[ 145.   15.]	[ 125.  625.]	27500.0
[ 145.   75.]	[ 125.  125.]	27500.0
[ 155.   65.]	[ 125.  125.]	27500.0
[ 165.   55.]	[ 125.  125.]	27500.0
[ 175.   45.]	[ 125.  125.]	27500.0
[ 175.  185.]	[  25.  125.]	27500.0
[ 185.   35.]	[ 125.  125.]	27500.0
[ 185.  175.]	[ 125.   25.]	27500.0
[ 195.    5.]	[ 125.  625.]	27500.0
[ 195.   25.]	[ 125.  125.]	27500.0
[ 195.  125.]	[ 125.   25.]	27500.0
[ 135.  195.]	[  25.  125.]	27750.0
[ 185.  185.]	[  25.  125.]	27750.0
[ 185.  185.]	[ 125.   25.]	27750.0
[ 195.  135.]	[ 125.   25.]	27750.0
[ 145.  195.]	[  25.  125.]	28000.0
[ 185.  195.]	[ 125.   25.]	28000.0
[ 195.  145.]	[ 125.   25.]	28000.0
[ 195.  185.]	[  25.  125.]	28000.0
[  5.  45.]	[   5.  625.]	28150.0
[  5.  45.]	[   5.  625.]	28150.0
[ 15.  45.]	[   5.  625.]	28200.0
[ 15.  45.]	[   5.  625.]	28200.0
[  5.  45.]	[  25.  625.]	28250.0
[ 25.  45.]	[   5.  625.]	28250.0
[ 25.  45.]	[   5.  625.]	28250.0
[ 155.  195.]	[  25.  125.]	28250.0
[ 195.  155.]	[ 125.   25.]	28250.0
[ 35.  45.]	[   5.  625.]	28300.0
[ 35.  45.]	[   5.  625.]	28300.0
[ 45.  45.]	[   5.  625.]	28350.0
[ 45.  45.]	[   5.  625.]	28350.0
[ 55.  45.]	[   5.  625.]	28400.0
[ 55.  45.]	[   5.  625.]	28400.0
[ 65.  45.]	[   5.  625.]	28450.0
[ 65.  45.]	[   5.  625.]	28450.0
[ 15.  45.]	[  25.  625.]	28500.0
[ 75.  45.]	[   5.  625.]	28500.0
[ 75.  45.]	[   5.  625.]	28500.0
[ 165.  195.]	[  25.  125.]	28500.0
[ 195.  165.]	[ 125.   25.]	28500.0
[ 85.  45.]	[   5.  625.]	28550.0
[ 85.  45.]	[   5.  625.]	28550.0
[ 95.  45.]	[   5.  625.]	28600.0
[ 95.  45.]	[   5.  625.]	28600.0
[ 105.   45.]	[   5.  625.]	28650.0
[ 105.   45.]	[   5.  625.]	28650.0
[ 115.   45.]	[   5.  625.]	28700.0
[ 115.   45.]	[   5.  625.]	28700.0
[  5.  45.]	[ 125.  625.]	28750.0
[ 25.  45.]	[  25.  625.]	28750.0
[  35.  195.]	[ 125.  125.]	28750.0
[  45.  185.]	[ 125.  125.]	28750.0
[ 55.  35.]	[ 125.  625.]	28750.0
[  55.  175.]	[ 125.  125.]	28750.0
[  65.  165.]	[ 125.  125.]	28750.0
[  75.  155.]	[ 125.  125.]	28750.0
[  85.  145.]	[ 125.  125.]	28750.0
[  95.  135.]	[ 125.  125.]	28750.0
[ 105.   25.]	[ 125.  625.]	28750.0
[ 105.  125.]	[ 125.  125.]	28750.0
[ 115.  115.]	[ 125.  125.]	28750.0
[ 125.   45.]	[   5.  625.]	28750.0
[ 125.   45.]	[   5.  625.]	28750.0
[ 125.  105.]	[ 125.  125.]	28750.0
[ 135.   95.]	[ 125.  125.]	28750.0
[ 145.   85.]	[ 125.  125.]	28750.0
[ 155.   15.]	[ 125.  625.]	28750.0
[ 155.   75.]	[ 125.  125.]	28750.0
[ 165.   65.]	[ 125.  125.]	28750.0
[ 175.   55.]	[ 125.  125.]	28750.0
[ 175.  195.]	[  25.  125.]	28750.0
[ 185.   45.]	[ 125.  125.]	28750.0
[ 195.   35.]	[ 125.  125.]	28750.0
[ 195.  175.]	[ 125.   25.]	28750.0
[ 135.   45.]	[   5.  625.]	28800.0
[ 135.   45.]	[   5.  625.]	28800.0
[ 145.   45.]	[   5.  625.]	28850.0
[ 145.   45.]	[   5.  625.]	28850.0
[ 155.   45.]	[   5.  625.]	28900.0
[ 155.   45.]	[   5.  625.]	28900.0
[ 165.   45.]	[   5.  625.]	28950.0
[ 165.   45.]	[   5.  625.]	28950.0
[ 35.  45.]	[  25.  625.]	29000.0
[ 175.   45.]	[   5.  625.]	29000.0
[ 175.   45.]	[   5.  625.]	29000.0
[ 185.  195.]	[  25.  125.]	29000.0
[ 195.  185.]	[ 125.   25.]	29000.0
[ 185.   45.]	[   5.  625.]	29050.0
[ 185.   45.]	[   5.  625.]	29050.0
[ 195.   45.]	[   5.  625.]	29100.0
[ 195.   45.]	[   5.  625.]	29100.0
[ 45.  45.]	[  25.  625.]	29250.0
[ 195.  195.]	[  25.  125.]	29250.0
[ 195.  195.]	[ 125.   25.]	29250.0
[ 55.  45.]	[  25.  625.]	29500.0
[ 65.  45.]	[  25.  625.]	29750.0
[ 15.  45.]	[ 125.  625.]	30000.0
[  45.  195.]	[ 125.  125.]	30000.0
[  55.  185.]	[ 125.  125.]	30000.0
[ 65.  35.]	[ 125.  625.]	30000.0
[  65.  175.]	[ 125.  125.]	30000.0
[ 75.  45.]	[  25.  625.]	30000.0
[  75.  165.]	[ 125.  125.]	30000.0
[  85.  155.]	[ 125.  125.]	30000.0
[  95.  145.]	[ 125.  125.]	30000.0
[ 105.  135.]	[ 125.  125.]	30000.0
[ 115.   25.]	[ 125.  625.]	30000.0
[ 115.  125.]	[ 125.  125.]	30000.0
[ 125.  115.]	[ 125.  125.]	30000.0
[ 135.  105.]	[ 125.  125.]	30000.0
[ 145.   95.]	[ 125.  125.]	30000.0
[ 155.   85.]	[ 125.  125.]	30000.0
[ 165.   15.]	[ 125.  625.]	30000.0
[ 165.   75.]	[ 125.  125.]	30000.0
[ 175.   65.]	[ 125.  125.]	30000.0
[ 185.   55.]	[ 125.  125.]	30000.0
[ 195.   45.]	[ 125.  125.]	30000.0
[ 85.  45.]	[  25.  625.]	30250.0
[ 95.  45.]	[  25.  625.]	30500.0
[ 105.   45.]	[  25.  625.]	30750.0
[ 115.   45.]	[  25.  625.]	31000.0
[ 25.  45.]	[ 125.  625.]	31250.0
[  55.  195.]	[ 125.  125.]	31250.0
[  65.  185.]	[ 125.  125.]	31250.0
[ 75.  35.]	[ 125.  625.]	31250.0
[  75.  175.]	[ 125.  125.]	31250.0
[  85.  165.]	[ 125.  125.]	31250.0
[  95.  155.]	[ 125.  125.]	31250.0
[ 105.  145.]	[ 125.  125.]	31250.0
[ 115.  135.]	[ 125.  125.]	31250.0
[ 125.   25.]	[ 125.  625.]	31250.0
[ 125.   45.]	[  25.  625.]	31250.0
[ 125.  125.]	[ 125.  125.]	31250.0
[ 135.  115.]	[ 125.  125.]	31250.0
[ 145.  105.]	[ 125.  125.]	31250.0
[ 155.   95.]	[ 125.  125.]	31250.0
[ 165.   85.]	[ 125.  125.]	31250.0
[ 175.   15.]	[ 125.  625.]	31250.0
[ 175.   75.]	[ 125.  125.]	31250.0
[ 185.   65.]	[ 125.  125.]	31250.0
[ 195.   55.]	[ 125.  125.]	31250.0
[ 135.   45.]	[  25.  625.]	31500.0
[ 145.   45.]	[  25.  625.]	31750.0
[ 155.   45.]	[  25.  625.]	32000.0
[ 165.   45.]	[  25.  625.]	32250.0
[ 35.  45.]	[ 125.  625.]	32500.0
[  65.  195.]	[ 125.  125.]	32500.0
[  75.  185.]	[ 125.  125.]	32500.0
[ 85.  35.]	[ 125.  625.]	32500.0
[  85.  175.]	[ 125.  125.]	32500.0
[  95.  165.]	[ 125.  125.]	32500.0
[ 105.  155.]	[ 125.  125.]	32500.0
[ 115.  145.]	[ 125.  125.]	32500.0
[ 125.  135.]	[ 125.  125.]	32500.0
[ 135.   25.]	[ 125.  625.]	32500.0
[ 135.  125.]	[ 125.  125.]	32500.0
[ 145.  115.]	[ 125.  125.]	32500.0
[ 155.  105.]	[ 125.  125.]	32500.0
[ 165.   95.]	[ 125.  125.]	32500.0
[ 175.   45.]	[  25.  625.]	32500.0
[ 175.   85.]	[ 125.  125.]	32500.0
[ 185.   15.]	[ 125.  625.]	32500.0
[ 185.   75.]	[ 125.  125.]	32500.0
[ 195.   65.]	[ 125.  125.]	32500.0
[ 185.   45.]	[  25.  625.]	32750.0
[ 195.   45.]	[  25.  625.]	33000.0
[ 45.  45.]	[ 125.  625.]	33750.0
[  75.  195.]	[ 125.  125.]	33750.0
[  85.  185.]	[ 125.  125.]	33750.0
[ 95.  35.]	[ 125.  625.]	33750.0
[  95.  175.]	[ 125.  125.]	33750.0
[ 105.  165.]	[ 125.  125.]	33750.0
[ 115.  155.]	[ 125.  125.]	33750.0
[ 125.  145.]	[ 125.  125.]	33750.0
[ 135.  135.]	[ 125.  125.]	33750.0
[ 145.   25.]	[ 125.  625.]	33750.0
[ 145.  125.]	[ 125.  125.]	33750.0
[ 155.  115.]	[ 125.  125.]	33750.0
[ 165.  105.]	[ 125.  125.]	33750.0
[ 175.   95.]	[ 125.  125.]	33750.0
[ 185.   85.]	[ 125.  125.]	33750.0
[ 195.   15.]	[ 125.  625.]	33750.0
[ 195.   75.]	[ 125.  125.]	33750.0
[  5.  55.]	[   5.  625.]	34400.0
[  5.  55.]	[   5.  625.]	34400.0
[ 15.  55.]	[   5.  625.]	34450.0
[ 15.  55.]	[   5.  625.]	34450.0
[  5.  55.]	[  25.  625.]	34500.0
[ 25.  55.]	[   5.  625.]	34500.0
[ 25.  55.]	[   5.  625.]	34500.0
[ 35.  55.]	[   5.  625.]	34550.0
[ 35.  55.]	[   5.  625.]	34550.0
[ 45.  55.]	[   5.  625.]	34600.0
[ 45.  55.]	[   5.  625.]	34600.0
[ 55.  55.]	[   5.  625.]	34650.0
[ 55.  55.]	[   5.  625.]	34650.0
[ 65.  55.]	[   5.  625.]	34700.0
[ 65.  55.]	[   5.  625.]	34700.0
[ 15.  55.]	[  25.  625.]	34750.0
[ 75.  55.]	[   5.  625.]	34750.0
[ 75.  55.]	[   5.  625.]	34750.0
[ 85.  55.]	[   5.  625.]	34800.0
[ 85.  55.]	[   5.  625.]	34800.0
[ 95.  55.]	[   5.  625.]	34850.0
[ 95.  55.]	[   5.  625.]	34850.0
[ 105.   55.]	[   5.  625.]	34900.0
[ 105.   55.]	[   5.  625.]	34900.0
[ 115.   55.]	[   5.  625.]	34950.0
[ 115.   55.]	[   5.  625.]	34950.0
[  5.  55.]	[ 125.  625.]	35000.0
[ 25.  55.]	[  25.  625.]	35000.0
[ 55.  45.]	[ 125.  625.]	35000.0
[  85.  195.]	[ 125.  125.]	35000.0
[  95.  185.]	[ 125.  125.]	35000.0
[ 105.   35.]	[ 125.  625.]	35000.0
[ 105.  175.]	[ 125.  125.]	35000.0
[ 115.  165.]	[ 125.  125.]	35000.0
[ 125.   55.]	[   5.  625.]	35000.0
[ 125.   55.]	[   5.  625.]	35000.0
[ 125.  155.]	[ 125.  125.]	35000.0
[ 135.  145.]	[ 125.  125.]	35000.0
[ 145.  135.]	[ 125.  125.]	35000.0
[ 155.   25.]	[ 125.  625.]	35000.0
[ 155.  125.]	[ 125.  125.]	35000.0
[ 165.  115.]	[ 125.  125.]	35000.0
[ 175.  105.]	[ 125.  125.]	35000.0
[ 185.   95.]	[ 125.  125.]	35000.0
[ 195.   85.]	[ 125.  125.]	35000.0
[ 135.   55.]	[   5.  625.]	35050.0
[ 135.   55.]	[   5.  625.]	35050.0
[ 145.   55.]	[   5.  625.]	35100.0
[ 145.   55.]	[   5.  625.]	35100.0
[ 155.   55.]	[   5.  625.]	35150.0
[ 155.   55.]	[   5.  625.]	35150.0
[ 165.   55.]	[   5.  625.]	35200.0
[ 165.   55.]	[   5.  625.]	35200.0
[ 35.  55.]	[  25.  625.]	35250.0
[ 175.   55.]	[   5.  625.]	35250.0
[ 175.   55.]	[   5.  625.]	35250.0
[ 185.   55.]	[   5.  625.]	35300.0
[ 185.   55.]	[   5.  625.]	35300.0
[ 195.   55.]	[   5.  625.]	35350.0
[ 195.   55.]	[   5.  625.]	35350.0
[ 45.  55.]	[  25.  625.]	35500.0
[ 55.  55.]	[  25.  625.]	35750.0
[ 65.  55.]	[  25.  625.]	36000.0
[ 15.  55.]	[ 125.  625.]	36250.0
[ 65.  45.]	[ 125.  625.]	36250.0
[ 75.  55.]	[  25.  625.]	36250.0
[  95.  195.]	[ 125.  125.]	36250.0
[ 105.  185.]	[ 125.  125.]	36250.0
[ 115.   35.]	[ 125.  625.]	36250.0
[ 115.  175.]	[ 125.  125.]	36250.0
[ 125.  165.]	[ 125.  125.]	36250.0
[ 135.  155.]	[ 125.  125.]	36250.0
[ 145.  145.]	[ 125.  125.]	36250.0
[ 155.  135.]	[ 125.  125.]	36250.0
[ 165.   25.]	[ 125.  625.]	36250.0
[ 165.  125.]	[ 125.  125.]	36250.0
[ 175.  115.]	[ 125.  125.]	36250.0
[ 185.  105.]	[ 125.  125.]	36250.0
[ 195.   95.]	[ 125.  125.]	36250.0
[ 85.  55.]	[  25.  625.]	36500.0
[ 95.  55.]	[  25.  625.]	36750.0
[ 105.   55.]	[  25.  625.]	37000.0
[ 115.   55.]	[  25.  625.]	37250.0
[ 25.  55.]	[ 125.  625.]	37500.0
[ 75.  45.]	[ 125.  625.]	37500.0
[ 105.  195.]	[ 125.  125.]	37500.0
[ 115.  185.]	[ 125.  125.]	37500.0
[ 125.   35.]	[ 125.  625.]	37500.0
[ 125.   55.]	[  25.  625.]	37500.0
[ 125.  175.]	[ 125.  125.]	37500.0
[ 135.  165.]	[ 125.  125.]	37500.0
[ 145.  155.]	[ 125.  125.]	37500.0
[ 155.  145.]	[ 125.  125.]	37500.0
[ 165.  135.]	[ 125.  125.]	37500.0
[ 175.   25.]	[ 125.  625.]	37500.0
[ 175.  125.]	[ 125.  125.]	37500.0
[ 185.  115.]	[ 125.  125.]	37500.0
[ 195.  105.]	[ 125.  125.]	37500.0
[ 135.   55.]	[  25.  625.]	37750.0
[ 145.   55.]	[  25.  625.]	38000.0
[ 155.   55.]	[  25.  625.]	38250.0
[ 165.   55.]	[  25.  625.]	38500.0
[ 35.  55.]	[ 125.  625.]	38750.0
[ 85.  45.]	[ 125.  625.]	38750.0
[ 115.  195.]	[ 125.  125.]	38750.0
[ 125.  185.]	[ 125.  125.]	38750.0
[ 135.   35.]	[ 125.  625.]	38750.0
[ 135.  175.]	[ 125.  125.]	38750.0
[ 145.  165.]	[ 125.  125.]	38750.0
[ 155.  155.]	[ 125.  125.]	38750.0
[ 165.  145.]	[ 125.  125.]	38750.0
[ 175.   55.]	[  25.  625.]	38750.0
[ 175.  135.]	[ 125.  125.]	38750.0
[ 185.   25.]	[ 125.  625.]	38750.0
[ 185.  125.]	[ 125.  125.]	38750.0
[ 195.  115.]	[ 125.  125.]	38750.0
[ 185.   55.]	[  25.  625.]	39000.0
[ 195.   55.]	[  25.  625.]	39250.0
[ 45.  55.]	[ 125.  625.]	40000.0
[ 95.  45.]	[ 125.  625.]	40000.0
[ 125.  195.]	[ 125.  125.]	40000.0
[ 135.  185.]	[ 125.  125.]	40000.0
[ 145.   35.]	[ 125.  625.]	40000.0
[ 145.  175.]	[ 125.  125.]	40000.0
[ 155.  165.]	[ 125.  125.]	40000.0
[ 165.  155.]	[ 125.  125.]	40000.0
[ 175.  145.]	[ 125.  125.]	40000.0
[ 185.  135.]	[ 125.  125.]	40000.0
[ 195.   25.]	[ 125.  625.]	40000.0
[ 195.  125.]	[ 125.  125.]	40000.0
[  5.  65.]	[   5.  625.]	40650.0
[  5.  65.]	[   5.  625.]	40650.0
[ 15.  65.]	[   5.  625.]	40700.0
[ 15.  65.]	[   5.  625.]	40700.0
[  5.  65.]	[  25.  625.]	40750.0
[ 25.  65.]	[   5.  625.]	40750.0
[ 25.  65.]	[   5.  625.]	40750.0
[ 35.  65.]	[   5.  625.]	40800.0
[ 35.  65.]	[   5.  625.]	40800.0
[ 45.  65.]	[   5.  625.]	40850.0
[ 45.  65.]	[   5.  625.]	40850.0
[ 55.  65.]	[   5.  625.]	40900.0
[ 55.  65.]	[   5.  625.]	40900.0
[ 65.  65.]	[   5.  625.]	40950.0
[ 65.  65.]	[   5.  625.]	40950.0
[ 15.  65.]	[  25.  625.]	41000.0
[ 75.  65.]	[   5.  625.]	41000.0
[ 75.  65.]	[   5.  625.]	41000.0
[ 85.  65.]	[   5.  625.]	41050.0
[ 85.  65.]	[   5.  625.]	41050.0
[ 95.  65.]	[   5.  625.]	41100.0
[ 95.  65.]	[   5.  625.]	41100.0
[ 105.   65.]	[   5.  625.]	41150.0
[ 105.   65.]	[   5.  625.]	41150.0
[ 115.   65.]	[   5.  625.]	41200.0
[ 115.   65.]	[   5.  625.]	41200.0
[  5.  65.]	[ 125.  625.]	41250.0
[ 25.  65.]	[  25.  625.]	41250.0
[ 55.  55.]	[ 125.  625.]	41250.0
[ 105.   45.]	[ 125.  625.]	41250.0
[ 125.   65.]	[   5.  625.]	41250.0
[ 125.   65.]	[   5.  625.]	41250.0
[ 135.  195.]	[ 125.  125.]	41250.0
[ 145.  185.]	[ 125.  125.]	41250.0
[ 155.   35.]	[ 125.  625.]	41250.0
[ 155.  175.]	[ 125.  125.]	41250.0
[ 165.  165.]	[ 125.  125.]	41250.0
[ 175.  155.]	[ 125.  125.]	41250.0
[ 185.  145.]	[ 125.  125.]	41250.0
[ 195.  135.]	[ 125.  125.]	41250.0
[ 135.   65.]	[   5.  625.]	41300.0
[ 135.   65.]	[   5.  625.]	41300.0
[ 145.   65.]	[   5.  625.]	41350.0
[ 145.   65.]	[   5.  625.]	41350.0
[ 155.   65.]	[   5.  625.]	41400.0
[ 155.   65.]	[   5.  625.]	41400.0
[ 165.   65.]	[   5.  625.]	41450.0
[ 165.   65.]	[   5.  625.]	41450.0
[ 35.  65.]	[  25.  625.]	41500.0
[ 175.   65.]	[   5.  625.]	41500.0
[ 175.   65.]	[   5.  625.]	41500.0
[ 185.   65.]	[   5.  625.]	41550.0
[ 185.   65.]	[   5.  625.]	41550.0
[ 195.   65.]	[   5.  625.]	41600.0
[ 195.   65.]	[   5.  625.]	41600.0
[ 45.  65.]	[  25.  625.]	41750.0
[ 55.  65.]	[  25.  625.]	42000.0
[ 65.  65.]	[  25.  625.]	42250.0
[ 15.  65.]	[ 125.  625.]	42500.0
[ 65.  55.]	[ 125.  625.]	42500.0
[ 75.  65.]	[  25.  625.]	42500.0
[ 115.   45.]	[ 125.  625.]	42500.0
[ 145.  195.]	[ 125.  125.]	42500.0
[ 155.  185.]	[ 125.  125.]	42500.0
[ 165.   35.]	[ 125.  625.]	42500.0
[ 165.  175.]	[ 125.  125.]	42500.0
[ 175.  165.]	[ 125.  125.]	42500.0
[ 185.  155.]	[ 125.  125.]	42500.0
[ 195.  145.]	[ 125.  125.]	42500.0
[ 85.  65.]	[  25.  625.]	42750.0
[ 95.  65.]	[  25.  625.]	43000.0
[ 105.   65.]	[  25.  625.]	43250.0
[ 115.   65.]	[  25.  625.]	43500.0
[ 25.  65.]	[ 125.  625.]	43750.0
[ 75.  55.]	[ 125.  625.]	43750.0
[ 125.   45.]	[ 125.  625.]	43750.0
[ 125.   65.]	[  25.  625.]	43750.0
[ 155.  195.]	[ 125.  125.]	43750.0
[ 165.  185.]	[ 125.  125.]	43750.0
[ 175.   35.]	[ 125.  625.]	43750.0
[ 175.  175.]	[ 125.  125.]	43750.0
[ 185.  165.]	[ 125.  125.]	43750.0
[ 195.  155.]	[ 125.  125.]	43750.0
[ 135.   65.]	[  25.  625.]	44000.0
[ 145.   65.]	[  25.  625.]	44250.0
[ 155.   65.]	[  25.  625.]	44500.0
[ 165.   65.]	[  25.  625.]	44750.0
[ 35.  65.]	[ 125.  625.]	45000.0
[ 85.  55.]	[ 125.  625.]	45000.0
[ 135.   45.]	[ 125.  625.]	45000.0
[ 165.  195.]	[ 125.  125.]	45000.0
[ 175.   65.]	[  25.  625.]	45000.0
[ 175.  185.]	[ 125.  125.]	45000.0
[ 185.   35.]	[ 125.  625.]	45000.0
[ 185.  175.]	[ 125.  125.]	45000.0
[ 195.  165.]	[ 125.  125.]	45000.0
[ 185.   65.]	[  25.  625.]	45250.0
[ 195.   65.]	[  25.  625.]	45500.0
[ 45.  65.]	[ 125.  625.]	46250.0
[ 95.  55.]	[ 125.  625.]	46250.0
[ 145.   45.]	[ 125.  625.]	46250.0
[ 175.  195.]	[ 125.  125.]	46250.0
[ 185.  185.]	[ 125.  125.]	46250.0
[ 195.   35.]	[ 125.  625.]	46250.0
[ 195.  175.]	[ 125.  125.]	46250.0
[  5.  75.]	[   5.  625.]	46900.0
[  5.  75.]	[   5.  625.]	46900.0
[ 15.  75.]	[   5.  625.]	46950.0
[ 15.  75.]	[   5.  625.]	46950.0
[  5.  75.]	[  25.  625.]	47000.0
[ 25.  75.]	[   5.  625.]	47000.0
[ 25.  75.]	[   5.  625.]	47000.0
[ 35.  75.]	[   5.  625.]	47050.0
[ 35.  75.]	[   5.  625.]	47050.0
[ 45.  75.]	[   5.  625.]	47100.0
[ 45.  75.]	[   5.  625.]	47100.0
[ 55.  75.]	[   5.  625.]	47150.0
[ 55.  75.]	[   5.  625.]	47150.0
[ 65.  75.]	[   5.  625.]	47200.0
[ 65.  75.]	[   5.  625.]	47200.0
[ 15.  75.]	[  25.  625.]	47250.0
[ 75.  75.]	[   5.  625.]	47250.0
[ 75.  75.]	[   5.  625.]	47250.0
[ 85.  75.]	[   5.  625.]	47300.0
[ 85.  75.]	[   5.  625.]	47300.0
[ 95.  75.]	[   5.  625.]	47350.0
[ 95.  75.]	[   5.  625.]	47350.0
[ 105.   75.]	[   5.  625.]	47400.0
[ 105.   75.]	[   5.  625.]	47400.0
[ 115.   75.]	[   5.  625.]	47450.0
[ 115.   75.]	[   5.  625.]	47450.0
[  5.  75.]	[ 125.  625.]	47500.0
[ 25.  75.]	[  25.  625.]	47500.0
[ 55.  65.]	[ 125.  625.]	47500.0
[ 105.   55.]	[ 125.  625.]	47500.0
[ 125.   75.]	[   5.  625.]	47500.0
[ 125.   75.]	[   5.  625.]	47500.0
[ 155.   45.]	[ 125.  625.]	47500.0
[ 185.  195.]	[ 125.  125.]	47500.0
[ 195.  185.]	[ 125.  125.]	47500.0
[ 135.   75.]	[   5.  625.]	47550.0
[ 135.   75.]	[   5.  625.]	47550.0
[ 145.   75.]	[   5.  625.]	47600.0
[ 145.   75.]	[   5.  625.]	47600.0
[ 155.   75.]	[   5.  625.]	47650.0
[ 155.   75.]	[   5.  625.]	47650.0
[ 165.   75.]	[   5.  625.]	47700.0
[ 165.   75.]	[   5.  625.]	47700.0
[ 35.  75.]	[  25.  625.]	47750.0
[ 175.   75.]	[   5.  625.]	47750.0
[ 175.   75.]	[   5.  625.]	47750.0
[ 185.   75.]	[   5.  625.]	47800.0
[ 185.   75.]	[   5.  625.]	47800.0
[ 195.   75.]	[   5.  625.]	47850.0
[ 195.   75.]	[   5.  625.]	47850.0
[ 45.  75.]	[  25.  625.]	48000.0
[ 55.  75.]	[  25.  625.]	48250.0
[ 65.  75.]	[  25.  625.]	48500.0
[ 15.  75.]	[ 125.  625.]	48750.0
[ 65.  65.]	[ 125.  625.]	48750.0
[ 75.  75.]	[  25.  625.]	48750.0
[ 115.   55.]	[ 125.  625.]	48750.0
[ 165.   45.]	[ 125.  625.]	48750.0
[ 195.  195.]	[ 125.  125.]	48750.0
[ 85.  75.]	[  25.  625.]	49000.0
[ 95.  75.]	[  25.  625.]	49250.0
[ 105.   75.]	[  25.  625.]	49500.0
[ 115.   75.]	[  25.  625.]	49750.0
[ 25.  75.]	[ 125.  625.]	50000.0
[ 75.  65.]	[ 125.  625.]	50000.0
[ 125.   55.]	[ 125.  625.]	50000.0
[ 125.   75.]	[  25.  625.]	50000.0
[ 175.   45.]	[ 125.  625.]	50000.0
[ 135.   75.]	[  25.  625.]	50250.0
[ 145.   75.]	[  25.  625.]	50500.0
[ 155.   75.]	[  25.  625.]	50750.0
[ 165.   75.]	[  25.  625.]	51000.0
[ 35.  75.]	[ 125.  625.]	51250.0
[ 85.  65.]	[ 125.  625.]	51250.0
[ 135.   55.]	[ 125.  625.]	51250.0
[ 175.   75.]	[  25.  625.]	51250.0
[ 185.   45.]	[ 125.  625.]	51250.0
[ 185.   75.]	[  25.  625.]	51500.0
[ 195.   75.]	[  25.  625.]	51750.0
[ 45.  75.]	[ 125.  625.]	52500.0
[ 95.  65.]	[ 125.  625.]	52500.0
[ 145.   55.]	[ 125.  625.]	52500.0
[ 195.   45.]	[ 125.  625.]	52500.0
[  5.  85.]	[   5.  625.]	53150.0
[  5.  85.]	[   5.  625.]	53150.0
[ 15.  85.]	[   5.  625.]	53200.0
[ 15.  85.]	[   5.  625.]	53200.0
[  5.  85.]	[  25.  625.]	53250.0
[ 25.  85.]	[   5.  625.]	53250.0
[ 25.  85.]	[   5.  625.]	53250.0
[ 35.  85.]	[   5.  625.]	53300.0
[ 35.  85.]	[   5.  625.]	53300.0
